branch_id,branch_code,month_number,month_name,tier,province,city,compliance_score,risk_score,exceptions_count
145,MED145,2,February,Medium,Prince Edward Island,Summerside,92.25,8.53,3
145,MED145,3,March,Medium,Prince Edward Island,Summerside,94.94,4.6,1
145,MED145,4,April,Medium,Prince Edward Island,Summerside,95.65,4.01,2
145,MED145,5,May,Medium,Prince Edward Island,Summerside,95.14,4.38,0
145,MED145,6,June,Medium,Prince Edward Island,Summerside,91.02,8.28,0
145,MED145,7,July,Medium,Prince Edward Island,Summerside,89.73,9.55,1
145,MED145,8,August,Medium,Prince Edward Island,Summerside,87.8,11.97,4
145,MED145,9,September,Medium,Prince Edward Island,Summerside,87.66,12.64,0
145,MED145,10,October,Medium,Prince Edward Island,Summerside,86.5,13.63,1
145,MED145,11,November,Medium,Prince Edward Island,Summerside,85.94,15.51,3
145,MED145,12,December,Medium,Prince Edward Island,Summerside,87.0,14.62,3
146,MED146,1,January,Medium,Newfoundland and Labrador,Corner Brook,90.44,8.37,3
146,MED146,2,February,Medium,Newfoundland and Labrador,Corner Brook,94.01,5.03,1
146,MED146,3,March,Medium,Newfoundland and Labrador,Corner Brook,94.68,4.4,2
146,MED146,4,April,Medium,Newfoundland and Labrador,Corner Brook,94.44,4.68,2
146,MED146,5,May,Medium,Newfoundland and Labrador,Corner Brook,95.03,5.14,3
146,MED146,6,June,Medium,Newfoundland and Labrador,Corner Brook,92.84,7.03,0
146,MED146,7,July,Medium,Newfoundland and Labrador,Corner Brook,90.99,8.54,4
146,MED146,8,August,Medium,Newfoundland and Labrador,Corner Brook,87.07,14.42,1
146,MED146,9,September,Medium,Newfoundland and Labrador,Corner Brook,84.63,16.95,0
146,MED146,10,October,Medium,Newfoundland and Labrador,Corner Brook,85.31,12.58,3
146,MED146,11,November,Medium,Newfoundland and Labrador,Corner Brook,85.29,15.01,0
146,MED146,12,December,Medium,Newfoundland and Labrador,Corner Brook,85.67,16.47,0
147,MED147,1,January,Medium,Newfoundland and Labrador,Corner Brook,88.36,10.43,1
147,MED147,2,February,Medium,Newfoundland and Labrador,Corner Brook,94.01,7.07,0
147,MED147,3,March,Medium,Newfoundland and Labrador,Corner Brook,93.96,5.51,2
147,MED147,4,April,Medium,Newfoundland and Labrador,Corner Brook,97.48,0.96,3
147,MED147,5,May,Medium,Newfoundland and Labrador,Corner Brook,95.71,4.59,2
147,MED147,6,June,Medium,Newfoundland and Labrador,Corner Brook,92.93,7.69,4
147,MED147,7,July,Medium,Newfoundland and Labrador,Corner Brook,90.45,7.72,2
147,MED147,8,August,Medium,Newfoundland and Labrador,Corner Brook,89.43,9.59,2
147,MED147,9,September,Medium,Newfoundland and Labrador,Corner Brook,86.14,14.03,0
147,MED147,10,October,Medium,Newfoundland and Labrador,Corner Brook,84.88,10.92,1
147,MED147,11,November,Medium,Newfoundland and Labrador,Corner Brook,85.2,12.94,0
147,MED147,12,December,Medium,Newfoundland and Labrador,Corner Brook,88.32,12.21,3
148,MED148,1,January,Medium,Quebec,Sherbrooke,89.63,11.89,2
148,MED148,2,February,Medium,Quebec,Sherbrooke,93.12,6.03,4
148,MED148,3,March,Medium,Quebec,Sherbrooke,94.88,5.94,2
148,MED148,4,April,Medium,Quebec,Sherbrooke,94.1,4.26,2
148,MED148,5,May,Medium,Quebec,Sherbrooke,94.92,6.43,0
148,MED148,6,June,Medium,Quebec,Sherbrooke,91.49,9.96,4
148,MED148,7,July,Medium,Quebec,Sherbrooke,89.42,8.98,0
148,MED148,8,August,Medium,Quebec,Sherbrooke,87.55,14.41,3
148,MED148,9,September,Medium,Quebec,Sherbrooke,86.57,12.65,2
148,MED148,10,October,Medium,Quebec,Sherbrooke,84.46,15.7,2
148,MED148,11,November,Medium,Quebec,Sherbrooke,84.6,16.15,2
148,MED148,12,December,Medium,Quebec,Sherbrooke,87.8,13.96,1
149,MED149,1,January,Medium,Northwest Territories,Yellowknife,90.88,8.79,3
149,MED149,2,February,Medium,Northwest Territories,Yellowknife,93.18,5.66,0
149,MED149,3,March,Medium,Northwest Territories,Yellowknife,92.89,8.21,2
149,MED149,4,April,Medium,Northwest Territories,Yellowknife,96.77,3.73,4
149,MED149,5,May,Medium,Northwest Territories,Yellowknife,96.38,5.67,1
149,MED149,6,June,Medium,Northwest Territories,Yellowknife,91.97,8.64,4
149,MED149,7,July,Medium,Northwest Territories,Yellowknife,89.9,9.2,3
149,MED149,8,August,Medium,Northwest Territories,Yellowknife,89.87,10.37,0
149,MED149,9,September,Medium,Northwest Territories,Yellowknife,85.65,12.96,4
149,MED149,10,October,Medium,Northwest Territories,Yellowknife,84.36,15.87,1
149,MED149,11,November,Medium,Northwest Territories,Yellowknife,84.76,14.09,4
149,MED149,12,December,Medium,Northwest Territories,Yellowknife,87.08,13.64,2
150,MED150,1,January,Medium,Yukon,Whitehorse,90.01,9.38,3
150,MED150,2,February,Medium,Yukon,Whitehorse,92.81,8.29,2
150,MED150,3,March,Medium,Yukon,Whitehorse,95.8,6.0,0
150,MED150,4,April,Medium,Yukon,Whitehorse,95.67,5.52,4
150,MED150,5,May,Medium,Yukon,Whitehorse,95.28,5.31,3
150,MED150,6,June,Medium,Yukon,Whitehorse,93.35,6.58,0
150,MED150,7,July,Medium,Yukon,Whitehorse,90.45,7.9,2
150,MED150,8,August,Medium,Yukon,Whitehorse,86.09,13.14,0
150,MED150,9,September,Medium,Yukon,Whitehorse,84.11,17.12,1
150,MED150,10,October,Medium,Yukon,Whitehorse,86.42,13.89,0
150,MED150,11,November,Medium,Yukon,Whitehorse,87.59,12.8,1
150,MED150,12,December,Medium,Yukon,Whitehorse,89.0,12.02,4
151,MED151,1,January,Medium,Newfoundland and Labrador,St. John's,89.88,12.89,3
151,MED151,2,February,Medium,Newfoundland and Labrador,St. John's,91.39,8.83,0
151,MED151,3,March,Medium,Newfoundland and Labrador,St. John's,93.48,3.87,1
151,MED151,4,April,Medium,Newfoundland and Labrador,St. John's,96.95,3.49,1
151,MED151,5,May,Medium,Newfoundland and Labrador,St. John's,95.27,4.23,3
151,MED151,6,June,Medium,Newfoundland and Labrador,St. John's,91.52,8.74,1
151,MED151,7,July,Medium,Newfoundland and Labrador,St. John's,90.2,9.88,0
151,MED151,8,August,Medium,Newfoundland and Labrador,St. John's,85.87,13.48,1
151,MED151,9,September,Medium,Newfoundland and Labrador,St. John's,86.46,13.57,1
151,MED151,10,October,Medium,Newfoundland and Labrador,St. John's,84.46,14.7,1
151,MED151,11,November,Medium,Newfoundland and Labrador,St. John's,85.91,13.67,4
151,MED151,12,December,Medium,Newfoundland and Labrador,St. John's,90.07,10.01,2
152,MED152,1,January,Medium,Newfoundland and Labrador,Corner Brook,88.13,13.04,3
152,MED152,2,February,Medium,Newfoundland and Labrador,Corner Brook,93.06,5.86,0
152,MED152,3,March,Medium,Newfoundland and Labrador,Corner Brook,95.85,5.59,4
152,MED152,4,April,Medium,Newfoundland and Labrador,Corner Brook,93.78,8.02,2
152,MED152,5,May,Medium,Newfoundland and Labrador,Corner Brook,96.17,4.0,4
152,MED152,6,June,Medium,Newfoundland and Labrador,Corner Brook,93.74,4.65,3
152,MED152,7,July,Medium,Newfoundland and Labrador,Corner Brook,89.49,10.84,2
152,MED152,8,August,Medium,Newfoundland and Labrador,Corner Brook,87.17,12.84,3
152,MED152,9,September,Medium,Newfoundland and Labrador,Corner Brook,84.65,14.8,1
152,MED152,10,October,Medium,Newfoundland and Labrador,Corner Brook,84.45,15.41,3
152,MED152,11,November,Medium,Newfoundland and Labrador,Corner Brook,85.96,11.3,0
152,MED152,12,December,Medium,Newfoundland and Labrador,Corner Brook,86.15,11.87,0
153,MED153,1,January,Medium,Prince Edward Island,Charlottetown,90.76,10.15,3
153,MED153,2,February,Medium,Prince Edward Island,Charlottetown,93.01,8.04,4
153,MED153,3,March,Medium,Prince Edward Island,Charlottetown,93.55,4.78,0
153,MED153,4,April,Medium,Prince Edward Island,Charlottetown,96.29,1.74,3
153,MED153,5,May,Medium,Prince Edward Island,Charlottetown,94.75,5.42,3
153,MED153,6,June,Medium,Prince Edward Island,Charlottetown,90.25,9.55,4
153,MED153,7,July,Medium,Prince Edward Island,Charlottetown,89.72,9.21,1
153,MED153,8,August,Medium,Prince Edward Island,Charlottetown,89.1,12.23,2
153,MED153,9,September,Medium,Prince Edward Island,Charlottetown,86.35,14.09,3
153,MED153,10,October,Medium,Prince Edward Island,Charlottetown,84.09,15.22,0
153,MED153,11,November,Medium,Prince Edward Island,Charlottetown,84.55,17.4,4
153,MED153,12,December,Medium,Prince Edward Island,Charlottetown,87.86,13.53,0
154,MED154,1,January,Medium,Quebec,Sherbrooke,90.56,9.33,4
154,MED154,2,February,Medium,Quebec,Sherbrooke,91.97,6.42,1
154,MED154,3,March,Medium,Quebec,Sherbrooke,95.44,4.08,1
154,MED154,4,April,Medium,Quebec,Sherbrooke,95.04,5.61,2
154,MED154,5,May,Medium,Quebec,Sherbrooke,94.01,5.4,3
154,MED154,6,June,Medium,Quebec,Sherbrooke,90.65,9.97,1
154,MED154,7,July,Medium,Quebec,Sherbrooke,89.97,11.64,4
154,MED154,8,August,Medium,Quebec,Sherbrooke,86.91,14.58,1
154,MED154,9,September,Medium,Quebec,Sherbrooke,84.85,14.08,4
154,MED154,10,October,Medium,Quebec,Sherbrooke,84.61,15.88,3
154,MED154,11,November,Medium,Quebec,Sherbrooke,83.66,16.58,3
154,MED154,12,December,Medium,Quebec,Sherbrooke,85.29,15.97,2
155,MED155,1,January,Medium,Quebec,Gatineau,91.24,9.37,4
155,MED155,2,February,Medium,Quebec,Gatineau,93.42,7.51,4
155,MED155,3,March,Medium,Quebec,Gatineau,93.88,5.98,3
155,MED155,4,April,Medium,Quebec,Gatineau,96.6,4.28,0
155,MED155,5,May,Medium,Quebec,Gatineau,93.75,6.44,3
155,MED155,6,June,Medium,Quebec,Gatineau,94.72,6.59,1
155,MED155,7,July,Medium,Quebec,Gatineau,89.24,10.96,3
155,MED155,8,August,Medium,Quebec,Gatineau,87.09,13.34,0
155,MED155,9,September,Medium,Quebec,Gatineau,85.01,15.22,2
155,MED155,10,October,Medium,Quebec,Gatineau,84.84,13.9,4
155,MED155,11,November,Medium,Quebec,Gatineau,85.06,15.98,0
155,MED155,12,December,Medium,Quebec,Gatineau,88.8,9.76,0
156,MED156,1,January,Medium,British Columbia,Abbotsford,90.94,10.58,0
156,MED156,2,February,Medium,British Columbia,Abbotsford,95.12,5.95,0
156,MED156,3,March,Medium,British Columbia,Abbotsford,94.61,7.03,4
156,MED156,4,April,Medium,British Columbia,Abbotsford,95.64,1.67,1
156,MED156,5,May,Medium,British Columbia,Abbotsford,93.36,7.18,0
156,MED156,6,June,Medium,British Columbia,Abbotsford,92.48,8.07,1
156,MED156,7,July,Medium,British Columbia,Abbotsford,89.12,11.96,2
156,MED156,8,August,Medium,British Columbia,Abbotsford,88.52,9.47,3
156,MED156,9,September,Medium,British Columbia,Abbotsford,84.38,13.93,1
156,MED156,10,October,Medium,British Columbia,Abbotsford,85.25,12.6,1
156,MED156,11,November,Medium,British Columbia,Abbotsford,86.53,11.21,2
156,MED156,12,December,Medium,British Columbia,Abbotsford,87.61,10.64,3
157,MED157,1,January,Medium,Prince Edward Island,Summerside,90.6,10.04,3
157,MED157,2,February,Medium,Prince Edward Island,Summerside,91.49,9.25,4
157,MED157,3,March,Medium,Prince Edward Island,Summerside,94.99,7.04,3
157,MED157,4,April,Medium,Prince Edward Island,Summerside,97.34,2.52,4
157,MED157,5,May,Medium,Prince Edward Island,Summerside,93.52,6.43,3
157,MED157,6,June,Medium,Prince Edward Island,Summerside,92.84,6.68,4
157,MED157,7,July,Medium,Prince Edward Island,Summerside,90.47,11.23,1
157,MED157,8,August,Medium,Prince Edward Island,Summerside,84.44,15.85,3
157,MED157,9,September,Medium,Prince Edward Island,Summerside,83.5,16.22,0
157,MED157,10,October,Medium,Prince Edward Island,Summerside,86.12,13.67,2
157,MED157,11,November,Medium,Prince Edward Island,Summerside,84.41,14.06,3
157,MED157,12,December,Medium,Prince Edward Island,Summerside,86.42,12.26,2
158,MED158,1,January,Medium,Prince Edward Island,Charlottetown,89.28,9.91,0
158,MED158,2,February,Medium,Prince Edward Island,Charlottetown,92.34,8.39,3
158,MED158,3,March,Medium,Prince Edward Island,Charlottetown,95.05,4.74,4
158,MED158,4,April,Medium,Prince Edward Island,Charlottetown,93.56,4.4,0
158,MED158,5,May,Medium,Prince Edward Island,Charlottetown,94.61,6.35,1
158,MED158,6,June,Medium,Prince Edward Island,Charlottetown,93.21,6.57,0
158,MED158,7,July,Medium,Prince Edward Island,Charlottetown,89.79,11.41,1
158,MED158,8,August,Medium,Prince Edward Island,Charlottetown,87.36,13.08,4
158,MED158,9,September,Medium,Prince Edward Island,Charlottetown,86.13,13.87,4
158,MED158,10,October,Medium,Prince Edward Island,Charlottetown,83.85,16.87,0
158,MED158,11,November,Medium,Prince Edward Island,Charlottetown,87.36,11.85,1
158,MED158,12,December,Medium,Prince Edward Island,Charlottetown,87.79,14.45,3
159,MED159,1,January,Medium,Northwest Territories,Yellowknife,89.39,15.01,1
159,MED159,2,February,Medium,Northwest Territories,Yellowknife,91.9,8.99,0
159,MED159,3,March,Medium,Northwest Territories,Yellowknife,93.63,5.55,3
159,MED159,4,April,Medium,Northwest Territories,Yellowknife,96.65,2.48,1
159,MED159,5,May,Medium,Northwest Territories,Yellowknife,94.59,6.14,4
159,MED159,6,June,Medium,Northwest Territories,Yellowknife,92.18,6.72,3
159,MED159,7,July,Medium,Northwest Territories,Yellowknife,89.5,9.14,4
159,MED159,8,August,Medium,Northwest Territories,Yellowknife,88.07,12.86,0
159,MED159,9,September,Medium,Northwest Territories,Yellowknife,83.99,17.54,2
159,MED159,10,October,Medium,Northwest Territories,Yellowknife,83.97,15.28,0
159,MED159,11,November,Medium,Northwest Territories,Yellowknife,86.3,13.51,3
159,MED159,12,December,Medium,Northwest Territories,Yellowknife,89.34,8.99,1
160,MED160,1,January,Medium,Quebec,Montreal,90.52,11.69,1
160,MED160,2,February,Medium,Quebec,Montreal,91.62,5.23,1
160,MED160,3,March,Medium,Quebec,Montreal,96.45,0,0
160,MED160,4,April,Medium,Quebec,Montreal,96.67,5.83,0
160,MED160,5,May,Medium,Quebec,Montreal,94.06,6.02,2
160,MED160,6,June,Medium,Quebec,Montreal,93.5,5.82,2
160,MED160,7,July,Medium,Quebec,Montreal,90.43,11.85,2
160,MED160,8,August,Medium,Quebec,Montreal,85.31,16.68,2
160,MED160,9,September,Medium,Quebec,Montreal,84.81,14.69,2
160,MED160,10,October,Medium,Quebec,Montreal,84.89,16.92,2
160,MED160,11,November,Medium,Quebec,Montreal,84.19,15.17,1
160,MED160,12,December,Medium,Quebec,Montreal,86.87,13.96,2
161,MED161,1,January,Medium,Northwest Territories,Yellowknife,89.68,8.8,2
161,MED161,2,February,Medium,Northwest Territories,Yellowknife,91.35,9.77,3
161,MED161,3,March,Medium,Northwest Territories,Yellowknife,94.3,5.23,0
161,MED161,4,April,Medium,Northwest Territories,Yellowknife,93.59,3.33,4
161,MED161,5,May,Medium,Northwest Territories,Yellowknife,94.57,5.27,2
161,MED161,6,June,Medium,Northwest Territories,Yellowknife,93.25,8.24,1
161,MED161,7,July,Medium,Northwest Territories,Yellowknife,89.22,12.09,2
161,MED161,8,August,Medium,Northwest Territories,Yellowknife,87.16,12.08,2
161,MED161,9,September,Medium,Northwest Territories,Yellowknife,86.74,13.04,0
161,MED161,10,October,Medium,Northwest Territories,Yellowknife,83.91,16.97,4
161,MED161,11,November,Medium,Northwest Territories,Yellowknife,85.65,15.51,0
161,MED161,12,December,Medium,Northwest Territories,Yellowknife,87.25,12.7,3
162,MED162,1,January,Medium,Nunavut,Iqaluit,89.92,11.71,1
162,MED162,2,February,Medium,Nunavut,Iqaluit,94.27,9.11,2
162,MED162,3,March,Medium,Nunavut,Iqaluit,93.57,5.03,3
162,MED162,4,April,Medium,Nunavut,Iqaluit,92.54,7.15,4
162,MED162,5,May,Medium,Nunavut,Iqaluit,95.63,3.87,2
162,MED162,6,June,Medium,Nunavut,Iqaluit,92.88,7.53,0
162,MED162,7,July,Medium,Nunavut,Iqaluit,88.93,10.9,2
162,MED162,8,August,Medium,Nunavut,Iqaluit,86.52,13.27,2
162,MED162,9,September,Medium,Nunavut,Iqaluit,86.26,11.83,2
162,MED162,10,October,Medium,Nunavut,Iqaluit,83.74,15.0,4
162,MED162,11,November,Medium,Nunavut,Iqaluit,85.71,15.0,2
162,MED162,12,December,Medium,Nunavut,Iqaluit,90.07,11.1,3
163,MED163,1,January,Medium,New Brunswick,Saint John,91.3,7.74,4
163,MED163,2,February,Medium,New Brunswick,Saint John,94.35,6.17,0
163,MED163,3,March,Medium,New Brunswick,Saint John,96.24,2.84,2
163,MED163,4,April,Medium,New Brunswick,Saint John,96.08,4.11,1
163,MED163,5,May,Medium,New Brunswick,Saint John,91.94,6.19,0
163,MED163,6,June,Medium,New Brunswick,Saint John,92.5,7.29,2
163,MED163,7,July,Medium,New Brunswick,Saint John,89.78,9.05,4
163,MED163,8,August,Medium,New Brunswick,Saint John,88.25,10.36,2
163,MED163,9,September,Medium,New Brunswick,Saint John,84.85,17.36,1
163,MED163,10,October,Medium,New Brunswick,Saint John,84.96,15.1,0
163,MED163,11,November,Medium,New Brunswick,Saint John,85.74,14.75,0
163,MED163,12,December,Medium,New Brunswick,Saint John,85.55,14.31,4
164,MED164,1,January,Medium,Nunavut,Iqaluit,89.14,7.82,3
164,MED164,2,February,Medium,Nunavut,Iqaluit,92.2,8.65,0
164,MED164,3,March,Medium,Nunavut,Iqaluit,95.86,3.69,3
164,MED164,4,April,Medium,Nunavut,Iqaluit,95.31,6.08,4
164,MED164,5,May,Medium,Nunavut,Iqaluit,95.51,3.64,0
164,MED164,6,June,Medium,Nunavut,Iqaluit,93.28,7.77,1
164,MED164,7,July,Medium,Nunavut,Iqaluit,89.95,9.32,0
164,MED164,8,August,Medium,Nunavut,Iqaluit,85.54,15.03,4
164,MED164,9,September,Medium,Nunavut,Iqaluit,85.77,14.23,2
164,MED164,10,October,Medium,Nunavut,Iqaluit,84.89,14.64,4
164,MED164,11,November,Medium,Nunavut,Iqaluit,86.08,14.42,0
164,MED164,12,December,Medium,Nunavut,Iqaluit,87.24,12.92,1
165,MED165,1,January,Medium,Yukon,Whitehorse,90.05,9.88,0
165,MED165,2,February,Medium,Yukon,Whitehorse,93.95,6.24,2
165,MED165,3,March,Medium,Yukon,Whitehorse,95.85,5.71,2
165,MED165,4,April,Medium,Yukon,Whitehorse,94.57,6.05,3
165,MED165,5,May,Medium,Yukon,Whitehorse,92.62,8.48,1
165,MED165,6,June,Medium,Yukon,Whitehorse,91.5,9.67,3
165,MED165,7,July,Medium,Yukon,Whitehorse,89.22,11.78,2
165,MED165,8,August,Medium,Yukon,Whitehorse,88.62,12.64,3
165,MED165,9,September,Medium,Yukon,Whitehorse,84.53,16.99,3
165,MED165,10,October,Medium,Yukon,Whitehorse,85.88,12.62,1
165,MED165,11,November,Medium,Yukon,Whitehorse,84.71,15.76,3
165,MED165,12,December,Medium,Yukon,Whitehorse,86.56,13.89,1
166,MED166,1,January,Medium,Newfoundland and Labrador,Corner Brook,89.17,12.89,2
166,MED166,2,February,Medium,Newfoundland and Labrador,Corner Brook,92.5,8.95,0
166,MED166,3,March,Medium,Newfoundland and Labrador,Corner Brook,93.16,8.13,3
166,MED166,4,April,Medium,Newfoundland and Labrador,Corner Brook,94.53,6.58,0
166,MED166,5,May,Medium,Newfoundland and Labrador,Corner Brook,94.94,7.17,2
166,MED166,6,June,Medium,Newfoundland and Labrador,Corner Brook,91.82,8.68,4
166,MED166,7,July,Medium,Newfoundland and Labrador,Corner Brook,90.08,12.43,3
166,MED166,8,August,Medium,Newfoundland and Labrador,Corner Brook,87.76,12.75,4
166,MED166,9,September,Medium,Newfoundland and Labrador,Corner Brook,84.5,15.46,3
166,MED166,10,October,Medium,Newfoundland and Labrador,Corner Brook,85.61,14.51,4
166,MED166,11,November,Medium,Newfoundland and Labrador,Corner Brook,85.9,13.88,3
166,MED166,12,December,Medium,Newfoundland and Labrador,Corner Brook,87.74,11.02,3
167,MED167,1,January,Medium,Quebec,Montreal,90.01,11.1,0
167,MED167,2,February,Medium,Quebec,Montreal,93.45,6.06,1
167,MED167,3,March,Medium,Quebec,Montreal,95.58,3.86,0
167,MED167,4,April,Medium,Quebec,Montreal,95.05,6.33,0
167,MED167,5,May,Medium,Quebec,Montreal,93.29,7.23,0
167,MED167,6,June,Medium,Quebec,Montreal,93.36,7.62,1
167,MED167,7,July,Medium,Quebec,Montreal,88.64,11.62,2
167,MED167,8,August,Medium,Quebec,Montreal,84.81,16.3,1
167,MED167,9,September,Medium,Quebec,Montreal,85.04,15.06,1
167,MED167,10,October,Medium,Quebec,Montreal,85.34,14.46,2
167,MED167,11,November,Medium,Quebec,Montreal,87.62,11.93,0
167,MED167,12,December,Medium,Quebec,Montreal,85.74,14.63,1
168,MED168,1,January,Medium,Prince Edward Island,Summerside,86.95,12.84,0
168,MED168,2,February,Medium,Prince Edward Island,Summerside,92.2,8.7,2
168,MED168,3,March,Medium,Prince Edward Island,Summerside,95.16,4.86,1
168,MED168,4,April,Medium,Prince Edward Island,Summerside,94.34,6.88,4
168,MED168,5,May,Medium,Prince Edward Island,Summerside,95.57,3.38,0
168,MED168,6,June,Medium,Prince Edward Island,Summerside,91.05,10.93,3
168,MED168,7,July,Medium,Prince Edward Island,Summerside,91.7,9.5,0
168,MED168,8,August,Medium,Prince Edward Island,Summerside,89.36,10.29,0
168,MED168,9,September,Medium,Prince Edward Island,Summerside,83.72,14.27,4
168,MED168,10,October,Medium,Prince Edward Island,Summerside,86.34,12.12,2
168,MED168,11,November,Medium,Prince Edward Island,Summerside,87.37,12.66,4
168,MED168,12,December,Medium,Prince Edward Island,Summerside,88.36,11.89,1
169,MED169,1,January,Medium,Saskatchewan,Prince Albert,89.63,10.19,4
169,MED169,2,February,Medium,Saskatchewan,Prince Albert,92.22,7.41,3
169,MED169,3,March,Medium,Saskatchewan,Prince Albert,95.45,4.54,2
169,MED169,4,April,Medium,Saskatchewan,Prince Albert,96.0,3.19,3
169,MED169,5,May,Medium,Saskatchewan,Prince Albert,95.06,3.24,1
169,MED169,6,June,Medium,Saskatchewan,Prince Albert,93.53,4.41,0
169,MED169,7,July,Medium,Saskatchewan,Prince Albert,88.84,8.37,2
169,MED169,8,August,Medium,Saskatchewan,Prince Albert,87.88,9.15,3
169,MED169,9,September,Medium,Saskatchewan,Prince Albert,85.03,14.35,3
169,MED169,10,October,Medium,Saskatchewan,Prince Albert,83.71,16.41,1
169,MED169,11,November,Medium,Saskatchewan,Prince Albert,82.91,17.19,0
169,MED169,12,December,Medium,Saskatchewan,Prince Albert,86.9,15.24,2
170,MED170,1,January,Medium,Saskatchewan,Regina,90.12,8.99,0
170,MED170,2,February,Medium,Saskatchewan,Regina,92.2,6.02,0
170,MED170,3,March,Medium,Saskatchewan,Regina,96.08,2.28,3
170,MED170,4,April,Medium,Saskatchewan,Regina,94.33,4.89,3
170,MED170,5,May,Medium,Saskatchewan,Regina,97.33,3.28,4
170,MED170,6,June,Medium,Saskatchewan,Regina,91.73,11.58,0
170,MED170,7,July,Medium,Saskatchewan,Regina,89.49,9.3,0
170,MED170,8,August,Medium,Saskatchewan,Regina,87.27,14.23,1
170,MED170,9,September,Medium,Saskatchewan,Regina,83.97,16.43,4
170,MED170,10,October,Medium,Saskatchewan,Regina,82.88,16.22,3
170,MED170,11,November,Medium,Saskatchewan,Regina,84.62,15.47,0
170,MED170,12,December,Medium,Saskatchewan,Regina,85.29,15.76,4
171,MED171,1,January,Medium,Yukon,Whitehorse,90.85,7.43,3
171,MED171,2,February,Medium,Yukon,Whitehorse,92.21,8.39,2
171,MED171,3,March,Medium,Yukon,Whitehorse,94.17,7.37,0
171,MED171,4,April,Medium,Yukon,Whitehorse,95.9,4.34,4
171,MED171,5,May,Medium,Yukon,Whitehorse,93.16,7.06,2
171,MED171,6,June,Medium,Yukon,Whitehorse,93.35,5.58,0
171,MED171,7,July,Medium,Yukon,Whitehorse,89.63,9.27,1
171,MED171,8,August,Medium,Yukon,Whitehorse,86.89,14.53,1
171,MED171,9,September,Medium,Yukon,Whitehorse,83.29,16.23,4
171,MED171,10,October,Medium,Yukon,Whitehorse,83.75,14.21,4
171,MED171,11,November,Medium,Yukon,Whitehorse,84.88,14.78,4
171,MED171,12,December,Medium,Yukon,Whitehorse,87.42,13.83,2
172,MED172,1,January,Medium,Nunavut,Iqaluit,90.48,10.6,0
172,MED172,2,February,Medium,Nunavut,Iqaluit,93.49,5.14,4
172,MED172,3,March,Medium,Nunavut,Iqaluit,94.83,5.75,1
172,MED172,4,April,Medium,Nunavut,Iqaluit,95.95,3.51,2
172,MED172,5,May,Medium,Nunavut,Iqaluit,96.21,2.65,0
172,MED172,6,June,Medium,Nunavut,Iqaluit,91.03,9.33,4
172,MED172,7,July,Medium,Nunavut,Iqaluit,88.9,10.63,4
172,MED172,8,August,Medium,Nunavut,Iqaluit,86.48,14.69,2
172,MED172,9,September,Medium,Nunavut,Iqaluit,86.7,15.19,3
172,MED172,10,October,Medium,Nunavut,Iqaluit,84.73,14.37,0
172,MED172,11,November,Medium,Nunavut,Iqaluit,83.94,16.08,0
172,MED172,12,December,Medium,Nunavut,Iqaluit,86.77,12.59,1
173,MED173,1,January,Medium,Alberta,Edmonton,88.72,10.54,1
173,MED173,2,February,Medium,Alberta,Edmonton,93.48,5.11,0
173,MED173,3,March,Medium,Alberta,Edmonton,93.9,5.92,2
173,MED173,4,April,Medium,Alberta,Edmonton,96.96,0.99,3
173,MED173,5,May,Medium,Alberta,Edmonton,95.82,4.58,3
173,MED173,6,June,Medium,Alberta,Edmonton,93.05,7.23,3
173,MED173,7,July,Medium,Alberta,Edmonton,89.56,10.38,3
173,MED173,8,August,Medium,Alberta,Edmonton,87.56,10.85,1
173,MED173,9,September,Medium,Alberta,Edmonton,85.57,12.62,4
173,MED173,10,October,Medium,Alberta,Edmonton,85.33,15.4,2
173,MED173,11,November,Medium,Alberta,Edmonton,86.14,13.38,3
173,MED173,12,December,Medium,Alberta,Edmonton,88.23,11.34,3
174,MED174,1,January,Medium,Manitoba,Winnipeg,90.31,7.52,4
174,MED174,2,February,Medium,Manitoba,Winnipeg,93.74,4.43,4
174,MED174,3,March,Medium,Manitoba,Winnipeg,94.47,5.16,0
174,MED174,4,April,Medium,Manitoba,Winnipeg,96.5,4.52,3
174,MED174,5,May,Medium,Manitoba,Winnipeg,94.38,6.22,4
174,MED174,6,June,Medium,Manitoba,Winnipeg,91.75,9.16,2
174,MED174,7,July,Medium,Manitoba,Winnipeg,89.37,11.23,3
174,MED174,8,August,Medium,Manitoba,Winnipeg,87.39,11.16,1
174,MED174,9,September,Medium,Manitoba,Winnipeg,84.32,16.35,2
174,MED174,10,October,Medium,Manitoba,Winnipeg,83.43,17.53,0
174,MED174,11,November,Medium,Manitoba,Winnipeg,84.25,16.97,1
174,MED174,12,December,Medium,Manitoba,Winnipeg,87.98,11.92,0
175,MED175,1,January,Medium,Northwest Territories,Yellowknife,91.19,9.7,2
175,MED175,2,February,Medium,Northwest Territories,Yellowknife,95.38,4.98,1
175,MED175,3,March,Medium,Northwest Territories,Yellowknife,96.09,5.13,1
175,MED175,4,April,Medium,Northwest Territories,Yellowknife,95.78,3.41,1
175,MED175,5,May,Medium,Northwest Territories,Yellowknife,93.69,5.26,1
175,MED175,6,June,Medium,Northwest Territories,Yellowknife,91.9,8.59,3
175,MED175,7,July,Medium,Northwest Territories,Yellowknife,91.16,8.65,3
175,MED175,8,August,Medium,Northwest Territories,Yellowknife,87.48,9.42,0
