employee_id,branch_id,branch_code,role,tier,month_number,month_name,target_lending,target_investing,target_banking_units,target_lei,target_compliance
979,148,MED148,Advisor,Medium,4,April,2560.07,1991.55,606.3,82.85,0.0
979,148,MED148,Advisor,Medium,5,May,2571.08,1870.83,575.99,84.62,0.0
979,148,MED148,Advisor,Medium,6,June,2354.28,1786.25,581.3,81.49,0.0
979,148,MED148,Advisor,Medium,7,July,2460.93,1820.41,560.03,80.64,0.0
979,148,MED148,Advisor,Medium,8,August,2316.18,1720.47,561.71,79.44,0.0
979,148,MED148,Advisor,Medium,9,September,2306.32,1734.75,516.01,77.89,0.0
979,148,MED148,Advisor,Medium,10,October,2326.23,1737.76,509.86,73.59,0.0
979,148,MED148,Advisor,Medium,11,November,2340.3,1787.82,519.36,77.16,0.0
979,148,MED148,Advisor,Medium,12,December,2259.69,1758.74,543.99,79.1,0.0
980,148,MED148,Advisor,Medium,1,January,2356.5,1736.96,579.42,78.67,0.0
980,148,MED148,Advisor,Medium,2,February,2369.61,1767.3,579.68,80.49,0.0
980,148,MED148,Advisor,Medium,3,March,2442.18,1943.59,606.44,81.85,0.0
980,148,MED148,Advisor,Medium,4,April,2618.57,1873.48,578.3,86.73,0.0
980,148,MED148,Advisor,Medium,5,May,2546.61,1873.11,569.81,83.13,0.0
980,148,MED148,Advisor,Medium,6,June,2512.91,1836.83,585.04,82.39,0.0
980,148,MED148,Advisor,Medium,7,July,2393.98,1749.37,550.92,78.44,0.0
980,148,MED148,Advisor,Medium,8,August,2288.54,1743.38,529.95,79.73,0.0
980,148,MED148,Advisor,Medium,9,September,2291.15,1638.73,551.15,77.02,0.0
980,148,MED148,Advisor,Medium,10,October,2271.18,1755.34,506.11,75.51,0.0
980,148,MED148,Advisor,Medium,11,November,2234.96,1765.26,506.96,75.03,0.0
980,148,MED148,Advisor,Medium,12,December,2327.27,1788.4,524.0,75.96,0.0
981,148,MED148,Teller,Medium,1,January,0.0,0.0,762.15,77.55,0.0
981,148,MED148,Teller,Medium,2,February,0.0,0.0,790.28,80.07,0.0
981,148,MED148,Teller,Medium,3,March,0.0,0.0,799.7,82.32,0.0
981,148,MED148,Teller,Medium,4,April,0.0,0.0,748.27,84.53,0.0
981,148,MED148,Teller,Medium,5,May,0.0,0.0,809.62,81.87,0.0
981,148,MED148,Teller,Medium,6,June,0.0,0.0,755.41,79.7,0.0
981,148,MED148,Teller,Medium,7,July,0.0,0.0,723.74,80.2,0.0
981,148,MED148,Teller,Medium,8,August,0.0,0.0,752.49,74.78,0.0
981,148,MED148,Teller,Medium,9,September,0.0,0.0,722.42,75.25,0.0
981,148,MED148,Teller,Medium,10,October,0.0,0.0,694.98,72.72,0.0
981,148,MED148,Teller,Medium,11,November,0.0,0.0,688.04,73.14,0.0
981,148,MED148,Teller,Medium,12,December,0.0,0.0,692.32,73.91,0.0
982,148,MED148,Teller,Medium,1,January,0.0,0.0,737.71,76.66,0.0
982,148,MED148,Teller,Medium,2,February,0.0,0.0,738.31,79.1,0.0
982,148,MED148,Teller,Medium,3,March,0.0,0.0,761.96,82.73,0.0
982,148,MED148,Teller,Medium,4,April,0.0,0.0,761.82,83.04,0.0
982,148,MED148,Teller,Medium,5,May,0.0,0.0,777.16,82.99,0.0
982,148,MED148,Teller,Medium,6,June,0.0,0.0,742.67,79.52,0.0
982,148,MED148,Teller,Medium,7,July,0.0,0.0,719.16,76.75,0.0
982,148,MED148,Teller,Medium,8,August,0.0,0.0,734.98,77.51,0.0
982,148,MED148,Teller,Medium,9,September,0.0,0.0,670.17,73.73,0.0
982,148,MED148,Teller,Medium,10,October,0.0,0.0,710.74,73.27,0.0
982,148,MED148,Teller,Medium,11,November,0.0,0.0,701.75,73.63,0.0
982,148,MED148,Teller,Medium,12,December,0.0,0.0,738.47,76.6,0.0
983,148,MED148,Teller,Medium,1,January,0.0,0.0,775.36,78.8,0.0
983,148,MED148,Teller,Medium,2,February,0.0,0.0,745.01,79.85,0.0
983,148,MED148,Teller,Medium,3,March,0.0,0.0,762.48,82.02,0.0
983,148,MED148,Teller,Medium,4,April,0.0,0.0,776.72,82.78,0.0
983,148,MED148,Teller,Medium,5,May,0.0,0.0,784.55,83.05,0.0
983,148,MED148,Teller,Medium,6,June,0.0,0.0,771.98,80.86,0.0
983,148,MED148,Teller,Medium,7,July,0.0,0.0,737.66,78.93,0.0
983,148,MED148,Teller,Medium,8,August,0.0,0.0,742.01,75.49,0.0
983,148,MED148,Teller,Medium,9,September,0.0,0.0,694.84,74.03,0.0
983,148,MED148,Teller,Medium,10,October,0.0,0.0,691.21,71.8,0.0
983,148,MED148,Teller,Medium,11,November,0.0,0.0,686.32,74.96,0.0
983,148,MED148,Teller,Medium,12,December,0.0,0.0,714.19,74.36,0.0
984,148,MED148,Teller,Medium,1,January,0.0,0.0,769.17,80.31,0.0
984,148,MED148,Teller,Medium,2,February,0.0,0.0,764.71,78.97,0.0
984,148,MED148,Teller,Medium,3,March,0.0,0.0,814.53,83.45,0.0
984,148,MED148,Teller,Medium,4,April,0.0,0.0,784.56,83.51,0.0
984,148,MED148,Teller,Medium,5,May,0.0,0.0,769.93,79.76,0.0
984,148,MED148,Teller,Medium,6,June,0.0,0.0,788.93,82.4,0.0
984,148,MED148,Teller,Medium,7,July,0.0,0.0,771.27,77.4,0.0
984,148,MED148,Teller,Medium,8,August,0.0,0.0,707.45,74.53,0.0
984,148,MED148,Teller,Medium,9,September,0.0,0.0,706.81,72.78,0.0
984,148,MED148,Teller,Medium,10,October,0.0,0.0,713.46,72.24,0.0
984,148,MED148,Teller,Medium,11,November,0.0,0.0,682.19,73.72,0.0
984,148,MED148,Teller,Medium,12,December,0.0,0.0,706.95,73.71,0.0
985,149,MED149,Manager,Medium,1,January,3234.12,2373.05,763.73,82.88,88.3
985,149,MED149,Manager,Medium,2,February,3179.17,2354.81,796.54,84.12,91.87
985,149,MED149,Manager,Medium,3,March,3283.62,2335.14,793.87,84.12,97.14
985,149,MED149,Manager,Medium,4,April,3477.21,2431.65,768.4,85.26,93.9
985,149,MED149,Manager,Medium,5,May,3386.59,2421.27,815.59,88.57,96.13
985,149,MED149,Manager,Medium,6,June,3187.67,2364.87,761.51,82.94,95.04
985,149,MED149,Manager,Medium,7,July,3049.22,2286.77,711.68,84.24,90.19
985,149,MED149,Manager,Medium,8,August,3031.9,2238.77,704.06,81.68,85.44
985,149,MED149,Manager,Medium,9,September,3117.02,2279.88,685.18,79.35,86.5
985,149,MED149,Manager,Medium,10,October,3026.42,2094.88,694.13,77.33,85.95
985,149,MED149,Manager,Medium,11,November,2922.94,2175.93,686.86,79.21,85.37
985,149,MED149,Manager,Medium,12,December,3152.19,2287.0,721.39,77.75,85.48
986,149,MED149,Advisor,Medium,1,January,2295.79,1834.26,569.26,79.29,0.0
986,149,MED149,Advisor,Medium,2,February,2552.25,1915.62,556.53,83.4,0.0
986,149,MED149,Advisor,Medium,3,March,2564.48,1808.32,597.57,82.77,0.0
986,149,MED149,Advisor,Medium,4,April,2516.61,1820.52,594.31,82.81,0.0
986,149,MED149,Advisor,Medium,5,May,2424.09,1805.21,560.85,85.22,0.0
986,149,MED149,Advisor,Medium,6,June,2510.52,1945.4,575.04,82.28,0.0
986,149,MED149,Advisor,Medium,7,July,2369.67,1731.24,570.47,81.1,0.0
986,149,MED149,Advisor,Medium,8,August,2327.9,1700.95,562.2,78.85,0.0
986,149,MED149,Advisor,Medium,9,September,2179.7,1737.0,555.64,75.49,0.0
986,149,MED149,Advisor,Medium,10,October,2259.26,1618.46,502.81,77.03,0.0
986,149,MED149,Advisor,Medium,11,November,2293.91,1733.19,530.68,75.8,0.0
986,149,MED149,Advisor,Medium,12,December,2271.24,1778.49,536.94,79.13,0.0
987,149,MED149,Advisor,Medium,1,January,2411.56,1867.3,586.86,81.53,0.0
987,149,MED149,Advisor,Medium,2,February,2482.13,1814.5,584.39,81.47,0.0
987,149,MED149,Advisor,Medium,3,March,2470.9,1809.88,575.7,84.75,0.0
987,149,MED149,Advisor,Medium,4,April,2519.59,1975.19,577.11,84.41,0.0
987,149,MED149,Advisor,Medium,5,May,2587.22,1858.72,569.78,83.3,0.0
987,149,MED149,Advisor,Medium,6,June,2568.84,1839.46,603.52,84.58,0.0
987,149,MED149,Advisor,Medium,7,July,2306.06,1776.39,549.7,78.9,0.0
987,149,MED149,Advisor,Medium,8,August,2404.77,1831.98,565.46,75.68,0.0
987,149,MED149,Advisor,Medium,9,September,2378.19,1783.68,533.7,75.92,0.0
987,149,MED149,Advisor,Medium,10,October,2367.03,1643.71,517.23,77.28,0.0
987,149,MED149,Advisor,Medium,11,November,2256.34,1738.58,530.46,75.77,0.0
987,149,MED149,Advisor,Medium,12,December,2297.1,1828.21,543.46,79.17,0.0
988,149,MED149,Advisor,Medium,1,January,2324.06,1875.07,545.23,78.45,0.0
988,149,MED149,Advisor,Medium,2,February,2399.32,1875.56,578.56,82.5,0.0
988,149,MED149,Advisor,Medium,3,March,2628.49,1861.7,580.22,85.65,0.0
988,149,MED149,Advisor,Medium,4,April,2537.92,1996.29,574.36,84.97,0.0
988,149,MED149,Advisor,Medium,5,May,2428.12,1833.67,563.48,82.93,0.0
988,149,MED149,Advisor,Medium,6,June,2415.95,1936.25,576.89,81.21,0.0
988,149,MED149,Advisor,Medium,7,July,2363.27,1850.98,558.19,81.45,0.0
988,149,MED149,Advisor,Medium,8,August,2381.38,1822.65,541.69,77.39,0.0
988,149,MED149,Advisor,Medium,9,September,2366.83,1652.56,506.11,75.48,0.0
988,149,MED149,Advisor,Medium,10,October,2288.74,1711.02,511.83,75.44,0.0
988,149,MED149,Advisor,Medium,11,November,2196.9,1739.68,546.73,77.11,0.0
988,149,MED149,Advisor,Medium,12,December,2392.95,1660.41,563.02,76.18,0.0
989,149,MED149,Teller,Medium,1,January,0.0,0.0,766.95,78.61,0.0
989,149,MED149,Teller,Medium,2,February,0.0,0.0,766.66,82.61,0.0
989,149,MED149,Teller,Medium,3,March,0.0,0.0,761.98,84.37,0.0
989,149,MED149,Teller,Medium,4,April,0.0,0.0,754.9,81.82,0.0
989,149,MED149,Teller,Medium,5,May,0.0,0.0,798.12,79.84,0.0
989,149,MED149,Teller,Medium,6,June,0.0,0.0,782.38,82.05,0.0
989,149,MED149,Teller,Medium,7,July,0.0,0.0,726.71,78.26,0.0
989,149,MED149,Teller,Medium,8,August,0.0,0.0,696.92,74.5,0.0
989,149,MED149,Teller,Medium,9,September,0.0,0.0,696.83,75.2,0.0
989,149,MED149,Teller,Medium,10,October,0.0,0.0,679.68,73.83,0.0
989,149,MED149,Teller,Medium,11,November,0.0,0.0,718.47,73.79,0.0
989,149,MED149,Teller,Medium,12,December,0.0,0.0,718.6,76.21,0.0
990,149,MED149,Teller,Medium,1,January,0.0,0.0,708.44,75.66,0.0
990,149,MED149,Teller,Medium,2,February,0.0,0.0,752.82,79.17,0.0
990,149,MED149,Teller,Medium,3,March,0.0,0.0,776.46,81.72,0.0
990,149,MED149,Teller,Medium,4,April,0.0,0.0,803.84,80.94,0.0
990,149,MED149,Teller,Medium,5,May,0.0,0.0,762.29,80.4,0.0
990,149,MED149,Teller,Medium,6,June,0.0,0.0,780.12,78.17,0.0
990,149,MED149,Teller,Medium,7,July,0.0,0.0,727.12,78.61,0.0
990,149,MED149,Teller,Medium,8,August,0.0,0.0,749.5,73.76,0.0
990,149,MED149,Teller,Medium,9,September,0.0,0.0,706.92,73.11,0.0
990,149,MED149,Teller,Medium,10,October,0.0,0.0,713.03,74.4,0.0
990,149,MED149,Teller,Medium,11,November,0.0,0.0,697.19,73.59,0.0
990,149,MED149,Teller,Medium,12,December,0.0,0.0,683.78,75.09,0.0
991,149,MED149,Teller,Medium,1,January,0.0,0.0,719.94,76.58,0.0
991,149,MED149,Teller,Medium,2,February,0.0,0.0,752.99,80.84,0.0
991,149,MED149,Teller,Medium,3,March,0.0,0.0,771.18,81.26,0.0
991,149,MED149,Teller,Medium,4,April,0.0,0.0,818.26,82.22,0.0
991,149,MED149,Teller,Medium,5,May,0.0,0.0,784.05,81.29,0.0
991,149,MED149,Teller,Medium,6,June,0.0,0.0,783.72,78.73,0.0
991,149,MED149,Teller,Medium,7,July,0.0,0.0,760.98,79.84,0.0
991,149,MED149,Teller,Medium,8,August,0.0,0.0,686.09,77.8,0.0
991,149,MED149,Teller,Medium,9,September,0.0,0.0,689.61,72.97,0.0
991,149,MED149,Teller,Medium,10,October,0.0,0.0,709.87,71.38,0.0
991,149,MED149,Teller,Medium,11,November,0.0,0.0,702.68,75.09,0.0
991,149,MED149,Teller,Medium,12,December,0.0,0.0,692.82,77.0,0.0
992,149,MED149,Teller,Medium,1,January,0.0,0.0,768.82,77.44,0.0
992,149,MED149,Teller,Medium,2,February,0.0,0.0,733.65,82.51,0.0
992,149,MED149,Teller,Medium,3,March,0.0,0.0,767.79,79.93,0.0
992,149,MED149,Teller,Medium,4,April,0.0,0.0,814.92,81.88,0.0
992,149,MED149,Teller,Medium,5,May,0.0,0.0,760.09,83.65,0.0
992,149,MED149,Teller,Medium,6,June,0.0,0.0,788.37,80.56,0.0
992,149,MED149,Teller,Medium,7,July,0.0,0.0,767.33,75.77,0.0
992,149,MED149,Teller,Medium,8,August,0.0,0.0,740.02,75.72,0.0
992,149,MED149,Teller,Medium,9,September,0.0,0.0,693.32,74.43,0.0
992,149,MED149,Teller,Medium,10,October,0.0,0.0,703.21,72.15,0.0
992,149,MED149,Teller,Medium,11,November,0.0,0.0,692.87,72.69,0.0
992,149,MED149,Teller,Medium,12,December,0.0,0.0,714.82,76.9,0.0
993,150,MED150,Manager,Medium,1,January,3077.58,2369.07,738.59,82.09,91.95
993,150,MED150,Manager,Medium,2,February,3389.44,2293.1,757.09,82.19,92.02
993,150,MED150,Manager,Medium,3,March,3274.34,2422.82,788.25,83.7,93.72
993,150,MED150,Manager,Medium,4,April,3314.58,2324.66,775.89,87.5,96.0
993,150,MED150,Manager,Medium,5,May,3282.07,2492.0,806.66,83.95,95.84
993,150,MED150,Manager,Medium,6,June,3311.73,2426.85,768.04,85.78,91.8
993,150,MED150,Manager,Medium,7,July,3350.23,2277.29,768.49,81.77,92.37
993,150,MED150,Manager,Medium,8,August,3227.0,2149.31,714.64,77.5,85.94
993,150,MED150,Manager,Medium,9,September,3051.77,2165.32,735.26,78.16,86.38
993,150,MED150,Manager,Medium,10,October,3025.12,2056.49,673.78,75.4,83.38
993,150,MED150,Manager,Medium,11,November,2912.09,2119.95,677.71,75.79,85.9
993,150,MED150,Manager,Medium,12,December,3220.3,2323.47,736.31,78.63,89.6
994,150,MED150,Advisor,Medium,1,January,2314.24,1824.16,559.36,77.65,0.0
994,150,MED150,Advisor,Medium,2,February,2501.15,1762.49,565.31,82.15,0.0
994,150,MED150,Advisor,Medium,3,March,2470.35,1820.99,581.7,83.99,0.0
994,150,MED150,Advisor,Medium,4,April,2473.84,1983.33,616.0,84.35,0.0
994,150,MED150,Advisor,Medium,5,May,2457.08,1806.43,617.25,86.18,0.0
994,150,MED150,Advisor,Medium,6,June,2398.33,1769.86,574.66,81.08,0.0
994,150,MED150,Advisor,Medium,7,July,2324.92,1885.69,538.39,78.42,0.0
994,150,MED150,Advisor,Medium,8,August,2240.31,1743.6,538.78,75.91,0.0
994,150,MED150,Advisor,Medium,9,September,2255.99,1782.81,552.46,76.07,0.0
994,150,MED150,Advisor,Medium,10,October,2317.91,1659.47,551.21,74.24,0.0
994,150,MED150,Advisor,Medium,11,November,2309.36,1663.15,522.62,77.66,0.0
994,150,MED150,Advisor,Medium,12,December,2234.56,1729.5,523.69,78.4,0.0
995,150,MED150,Advisor,Medium,1,January,2352.23,1855.58,579.53,81.52,0.0
995,150,MED150,Advisor,Medium,2,February,2575.75,1937.38,578.35,84.61,0.0
995,150,MED150,Advisor,Medium,3,March,2431.95,1892.36,592.09,83.42,0.0
995,150,MED150,Advisor,Medium,4,April,2535.63,1852.41,584.78,86.36,0.0
995,150,MED150,Advisor,Medium,5,May,2622.59,1912.36,610.73,84.37,0.0
995,150,MED150,Advisor,Medium,6,June,2352.4,1852.93,584.53,81.36,0.0
995,150,MED150,Advisor,Medium,7,July,2516.69,1889.27,558.39,80.72,0.0
995,150,MED150,Advisor,Medium,8,August,2389.92,1696.35,548.42,77.93,0.0
995,150,MED150,Advisor,Medium,9,September,2362.29,1721.2,521.84,75.81,0.0
995,150,MED150,Advisor,Medium,10,October,2154.79,1758.74,508.68,73.22,0.0
995,150,MED150,Advisor,Medium,11,November,2369.32,1641.38,547.82,77.81,0.0
995,150,MED150,Advisor,Medium,12,December,2232.33,1813.01,562.09,78.98,0.0
996,150,MED150,Advisor,Medium,1,January,2513.15,1753.89,543.85,79.67,0.0
996,150,MED150,Advisor,Medium,2,February,2511.54,1814.88,555.78,83.85,0.0
996,150,MED150,Advisor,Medium,3,March,2573.17,1824.29,576.07,82.63,0.0
996,150,MED150,Advisor,Medium,4,April,2445.22,1986.13,569.82,84.28,0.0
996,150,MED150,Advisor,Medium,5,May,2538.81,1861.81,600.99,86.4,0.0
996,150,MED150,Advisor,Medium,6,June,2349.99,1881.77,602.01,84.27,0.0
996,150,MED150,Advisor,Medium,7,July,2345.85,1717.54,546.97,78.69,0.0
996,150,MED150,Advisor,Medium,8,August,2320.59,1828.46,537.78,75.81,0.0
996,150,MED150,Advisor,Medium,9,September,2287.99,1695.67,506.32,74.68,0.0
996,150,MED150,Advisor,Medium,10,October,2275.87,1625.64,534.12,73.61,0.0
996,150,MED150,Advisor,Medium,11,November,2292.69,1640.29,504.36,74.24,0.0
996,150,MED150,Advisor,Medium,12,December,2428.55,1669.83,533.19,75.37,0.0
997,150,MED150,Teller,Medium,1,January,0.0,0.0,724.58,78.79,0.0
997,150,MED150,Teller,Medium,2,February,0.0,0.0,752.13,80.31,0.0
997,150,MED150,Teller,Medium,3,March,0.0,0.0,746.28,82.78,0.0
997,150,MED150,Teller,Medium,4,April,0.0,0.0,759.61,81.3,0.0
997,150,MED150,Teller,Medium,5,May,0.0,0.0,809.17,82.14,0.0
997,150,MED150,Teller,Medium,6,June,0.0,0.0,770.56,79.87,0.0
997,150,MED150,Teller,Medium,7,July,0.0,0.0,715.37,79.57,0.0
997,150,MED150,Teller,Medium,8,August,0.0,0.0,746.19,76.85,0.0
997,150,MED150,Teller,Medium,9,September,0.0,0.0,733.99,73.7,0.0
997,150,MED150,Teller,Medium,10,October,0.0,0.0,725.5,71.14,0.0
997,150,MED150,Teller,Medium,11,November,0.0,0.0,667.18,73.49,0.0
997,150,MED150,Teller,Medium,12,December,0.0,0.0,731.31,76.41,0.0
998,150,MED150,Teller,Medium,1,January,0.0,0.0,734.93,76.92,0.0
998,150,MED150,Teller,Medium,2,February,0.0,0.0,753.19,82.39,0.0
998,150,MED150,Teller,Medium,3,March,0.0,0.0,777.22,82.05,0.0
998,150,MED150,Teller,Medium,4,April,0.0,0.0,754.04,80.85,0.0
998,150,MED150,Teller,Medium,5,May,0.0,0.0,762.31,80.13,0.0
998,150,MED150,Teller,Medium,6,June,0.0,0.0,786.69,80.9,0.0
998,150,MED150,Teller,Medium,7,July,0.0,0.0,703.92,75.88,0.0
998,150,MED150,Teller,Medium,8,August,0.0,0.0,738.05,74.3,0.0
998,150,MED150,Teller,Medium,9,September,0.0,0.0,680.53,74.36,0.0
998,150,MED150,Teller,Medium,10,October,0.0,0.0,700.53,73.54,0.0
998,150,MED150,Teller,Medium,11,November,0.0,0.0,667.8,73.46,0.0
998,150,MED150,Teller,Medium,12,December,0.0,0.0,742.97,73.69,0.0
999,150,MED150,Teller,Medium,1,January,0.0,0.0,754.39,80.26,0.0
999,150,MED150,Teller,Medium,2,February,0.0,0.0,795.73,79.27,0.0
999,150,MED150,Teller,Medium,3,March,0.0,0.0,802.28,81.22,0.0
999,150,MED150,Teller,Medium,4,April,0.0,0.0,811.17,84.24,0.0
999,150,MED150,Teller,Medium,5,May,0.0,0.0,781.94,80.56,0.0
999,150,MED150,Teller,Medium,6,June,0.0,0.0,726.39,78.18,0.0
999,150,MED150,Teller,Medium,7,July,0.0,0.0,742.25,79.89,0.0
999,150,MED150,Teller,Medium,8,August,0.0,0.0,749.28,76.67,0.0
999,150,MED150,Teller,Medium,9,September,0.0,0.0,687.79,72.32,0.0
999,150,MED150,Teller,Medium,10,October,0.0,0.0,688.84,72.91,0.0
999,150,MED150,Teller,Medium,11,November,0.0,0.0,701.55,74.23,0.0
999,150,MED150,Teller,Medium,12,December,0.0,0.0,698.7,74.72,0.0
1000,150,MED150,Teller,Medium,1,January,0.0,0.0,768.67,79.65,0.0
1000,150,MED150,Teller,Medium,2,February,0.0,0.0,739.3,78.34,0.0
1000,150,MED150,Teller,Medium,3,March,0.0,0.0,767.57,84.48,0.0
1000,150,MED150,Teller,Medium,4,April,0.0,0.0,770.2,80.79,0.0
1000,150,MED150,Teller,Medium,5,May,0.0,0.0,763.54,81.36,0.0
1000,150,MED150,Teller,Medium,6,June,0.0,0.0,760.43,80.68,0.0
1000,150,MED150,Teller,Medium,7,July,0.0,0.0,707.22,79.42,0.0
1000,150,MED150,Teller,Medium,8,August,0.0,0.0,719.13,77.26,0.0
1000,150,MED150,Teller,Medium,9,September,0.0,0.0,707.02,73.43,0.0
1000,150,MED150,Teller,Medium,10,October,0.0,0.0,677.14,71.78,0.0
1000,150,MED150,Teller,Medium,11,November,0.0,0.0,708.44,72.19,0.0
1000,150,MED150,Teller,Medium,12,December,0.0,0.0,693.31,77.66,0.0
1001,151,MED151,Manager,Medium,1,January,3264.85,2277.42,705.74,81.77,89.24
1001,151,MED151,Manager,Medium,2,February,3178.63,2398.17,779.54,84.62,94.25
1001,151,MED151,Manager,Medium,3,March,3267.33,2313.14,809.92,86.65,95.42
1001,151,MED151,Manager,Medium,4,April,3268.55,2352.45,769.56,85.29,96.09
1001,151,MED151,Manager,Medium,5,May,3453.02,2307.64,772.08,87.31,93.37
1001,151,MED151,Manager,Medium,6,June,3240.57,2415.28,760.97,84.15,91.87
1001,151,MED151,Manager,Medium,7,July,3103.01,2215.77,772.31,80.57,91.32
1001,151,MED151,Manager,Medium,8,August,3205.53,2243.85,716.37,79.26,86.09
1001,151,MED151,Manager,Medium,9,September,3024.86,2116.36,707.8,78.79,85.95
1001,151,MED151,Manager,Medium,10,October,2894.33,2215.54,663.58,77.18,86.26
1001,151,MED151,Manager,Medium,11,November,3029.42,2073.89,731.79,76.31,83.36
1001,151,MED151,Manager,Medium,12,December,3132.03,2261.94,734.82,80.96,85.95
1002,151,MED151,Advisor,Medium,1,January,2300.62,1805.54,585.72,81.21,0.0
1002,151,MED151,Advisor,Medium,2,February,2458.83,1840.8,586.91,84.37,0.0
1002,151,MED151,Advisor,Medium,3,March,2644.64,1869.63,563.23,82.12,0.0
1002,151,MED151,Advisor,Medium,4,April,2483.13,1877.61,597.17,82.69,0.0
1002,151,MED151,Advisor,Medium,5,May,2490.61,1888.86,604.38,82.87,0.0
1002,151,MED151,Advisor,Medium,6,June,2484.81,1874.43,579.61,81.42,0.0
1002,151,MED151,Advisor,Medium,7,July,2470.93,1869.54,542.9,82.29,0.0
1002,151,MED151,Advisor,Medium,8,August,2286.71,1761.71,555.36,76.18,0.0
1002,151,MED151,Advisor,Medium,9,September,2164.04,1771.92,541.86,76.74,0.0
1002,151,MED151,Advisor,Medium,10,October,2146.77,1715.0,537.38,77.28,0.0
1002,151,MED151,Advisor,Medium,11,November,2162.04,1650.75,511.9,75.22,0.0
1002,151,MED151,Advisor,Medium,12,December,2269.06,1801.1,541.23,75.49,0.0
1003,151,MED151,Advisor,Medium,1,January,2485.99,1725.58,553.79,81.47,0.0
1003,151,MED151,Advisor,Medium,2,February,2532.12,1777.14,561.38,83.93,0.0
1003,151,MED151,Advisor,Medium,3,March,2439.43,1986.42,569.04,83.42,0.0
1003,151,MED151,Advisor,Medium,4,April,2467.38,1906.85,618.07,83.88,0.0
1003,151,MED151,Advisor,Medium,5,May,2575.63,1862.28,561.86,82.33,0.0
1003,151,MED151,Advisor,Medium,6,June,2425.49,1779.81,557.89,84.12,0.0
1003,151,MED151,Advisor,Medium,7,July,2401.99,1755.16,564.69,79.44,0.0
1003,151,MED151,Advisor,Medium,8,August,2433.6,1698.31,549.77,77.54,0.0
1003,151,MED151,Advisor,Medium,9,September,2376.98,1760.52,515.92,75.51,0.0
1003,151,MED151,Advisor,Medium,10,October,2305.41,1708.46,531.06,76.09,0.0
1003,151,MED151,Advisor,Medium,11,November,2294.04,1720.21,508.57,75.16,0.0
1003,151,MED151,Advisor,Medium,12,December,2358.26,1788.15,519.83,79.29,0.0
1004,151,MED151,Advisor,Medium,1,January,2407.39,1723.94,574.42,81.55,0.0
1004,151,MED151,Advisor,Medium,2,February,2560.88,1867.91,586.07,81.72,0.0
1004,151,MED151,Advisor,Medium,3,March,2593.81,1920.68,571.49,85.94,0.0
1004,151,MED151,Advisor,Medium,4,April,2573.78,1919.15,602.75,83.46,0.0
1004,151,MED151,Advisor,Medium,5,May,2467.93,1913.15,560.17,82.04,0.0
1004,151,MED151,Advisor,Medium,6,June,2390.52,1896.36,578.67,80.0,0.0
1004,151,MED151,Advisor,Medium,7,July,2380.05,1860.58,583.6,78.19,0.0
1004,151,MED151,Advisor,Medium,8,August,2315.63,1738.44,548.04,76.26,0.0
1004,151,MED151,Advisor,Medium,9,September,2203.62,1689.89,537.37,75.39,0.0
1004,151,MED151,Advisor,Medium,10,October,2337.76,1768.02,548.49,74.9,0.0
1004,151,MED151,Advisor,Medium,11,November,2302.12,1717.14,526.21,73.62,0.0
1004,151,MED151,Advisor,Medium,12,December,2309.69,1758.25,549.34,79.14,0.0
1005,151,MED151,Teller,Medium,1,January,0.0,0.0,774.66,79.36,0.0
1005,151,MED151,Teller,Medium,2,February,0.0,0.0,780.64,78.79,0.0
1005,151,MED151,Teller,Medium,3,March,0.0,0.0,751.56,81.38,0.0
1005,151,MED151,Teller,Medium,4,April,0.0,0.0,802.56,83.15,0.0
1005,151,MED151,Teller,Medium,5,May,0.0,0.0,751.77,81.85,0.0
1005,151,MED151,Teller,Medium,6,June,0.0,0.0,725.78,79.83,0.0
1005,151,MED151,Teller,Medium,7,July,0.0,0.0,719.94,77.58,0.0
1005,151,MED151,Teller,Medium,8,August,0.0,0.0,741.39,74.73,0.0
1005,151,MED151,Teller,Medium,9,September,0.0,0.0,735.3,72.16,0.0
1005,151,MED151,Teller,Medium,10,October,0.0,0.0,694.77,72.0,0.0
1005,151,MED151,Teller,Medium,11,November,0.0,0.0,702.93,73.05,0.0
1005,151,MED151,Teller,Medium,12,December,0.0,0.0,748.33,73.59,0.0
1006,151,MED151,Teller,Medium,1,January,0.0,0.0,756.36,77.97,0.0
1006,151,MED151,Teller,Medium,2,February,0.0,0.0,776.39,79.13,0.0
1006,151,MED151,Teller,Medium,3,March,0.0,0.0,769.7,81.07,0.0
1006,151,MED151,Teller,Medium,4,April,0.0,0.0,760.73,82.7,0.0
1006,151,MED151,Teller,Medium,5,May,0.0,0.0,766.52,79.79,0.0
1006,151,MED151,Teller,Medium,6,June,0.0,0.0,781.56,82.1,0.0
1006,151,MED151,Teller,Medium,7,July,0.0,0.0,715.84,76.51,0.0
1006,151,MED151,Teller,Medium,8,August,0.0,0.0,719.27,77.7,0.0
1006,151,MED151,Teller,Medium,9,September,0.0,0.0,706.75,74.08,0.0
1006,151,MED151,Teller,Medium,10,October,0.0,0.0,677.68,74.45,0.0
1006,151,MED151,Teller,Medium,11,November,0.0,0.0,685.85,75.89,0.0
1006,151,MED151,Teller,Medium,12,December,0.0,0.0,697.04,74.08,0.0
1007,151,MED151,Teller,Medium,1,January,0.0,0.0,773.83,79.38,0.0
