employee_id,branch_id,month_number,month_name,survey_response_count,lei_score
1511,212,7,July,10,4.47
1511,212,8,August,5,3.96
1511,212,9,September,9,4.01
1511,212,10,October,11,3.96
1511,212,11,November,6,4.14
1511,212,12,December,6,4.15
1512,212,1,January,11,3.56
1512,212,2,February,13,4.04
1512,212,3,March,7,4.09
1512,212,4,April,15,4.25
1512,212,5,May,13,4.56
1512,212,6,June,5,4.42
1512,212,7,July,5,3.9
1512,212,8,August,7,3.76
1512,212,9,September,14,3.71
1512,212,10,October,12,3.67
1512,212,11,November,10,3.71
1512,212,12,December,6,4.05
1513,212,1,January,12,4.33
1513,212,2,February,11,4.49
1513,212,3,March,10,4.55
1513,212,4,April,5,4.48
1513,212,5,May,13,4.07
1513,212,6,June,5,4.32
1513,212,7,July,8,4.33
1513,212,8,August,14,3.68
1513,212,9,September,6,3.48
1513,212,10,October,7,3.89
1513,212,11,November,9,4.26
1513,212,12,December,15,3.84
1514,212,1,January,13,3.65
1514,212,2,February,14,3.99
1514,212,3,March,12,4.44
1514,212,4,April,13,4.8
1514,212,5,May,14,4.36
1514,212,6,June,10,4.45
1514,212,7,July,7,4.17
1514,212,8,August,8,3.8
1514,212,9,September,10,3.81
1514,212,10,October,10,3.53
1514,212,11,November,14,4.01
1514,212,12,December,12,4.32
1515,212,1,January,12,3.77
1515,212,2,February,14,4.23
1515,212,3,March,14,4.39
1515,212,4,April,15,4.26
1515,212,5,May,5,3.91
1515,212,6,June,10,4.47
1515,212,7,July,10,3.73
1515,212,8,August,8,3.99
1515,212,9,September,4,4.1
1515,212,10,October,4,3.82
1515,212,11,November,6,3.98
1515,212,12,December,7,3.95
1516,212,1,January,11,3.93
1516,212,2,February,9,4.17
1516,212,3,March,5,4.23
1516,212,4,April,9,4.5
1516,212,5,May,14,4.31
1516,212,6,June,6,3.88
1516,212,7,July,11,4.15
1516,212,8,August,11,3.69
1516,212,9,September,9,3.99
1516,212,10,October,6,4.14
1516,212,11,November,12,3.9
1516,212,12,December,14,4.18
1517,212,1,January,15,4.17
1517,212,2,February,6,3.79
1517,212,3,March,9,4.32
1517,212,4,April,10,3.94
1517,212,5,May,10,4.33
1517,212,6,June,10,4.27
1517,212,7,July,8,3.95
1517,212,8,August,7,3.98
1517,212,9,September,13,4.13
1517,212,10,October,6,4.15
1517,212,11,November,11,3.85
1517,212,12,December,8,4.35
1518,212,1,January,4,3.65
1518,212,2,February,6,3.95
1518,212,3,March,10,3.94
1518,212,4,April,5,3.73
1518,212,5,May,12,4.0
1518,212,6,June,5,4.51
1518,212,7,July,13,3.67
1518,212,8,August,4,4.28
1518,212,9,September,15,3.87
1518,212,10,October,9,4.08
1518,212,11,November,5,3.66
1518,212,12,December,11,4.67
1519,212,1,January,4,3.98
1519,212,2,February,14,4.6
1519,212,3,March,14,4.04
1519,212,4,April,10,4.67
1519,212,5,May,8,3.71
1519,212,6,June,14,3.55
1519,212,7,July,14,4.31
1519,212,8,August,13,3.66
1519,212,9,September,14,3.4
1519,212,10,October,14,3.83
1519,212,11,November,7,3.45
1519,212,12,December,13,4.06
1520,212,1,January,14,4.19
1520,212,2,February,13,4.34
1520,212,3,March,15,3.94
1520,212,4,April,7,4.05
1520,212,5,May,10,4.28
1520,212,6,June,11,4.05
1520,212,7,July,13,4.13
1520,212,8,August,11,3.64
1520,212,9,September,10,3.31
1520,212,10,October,5,3.58
1520,212,11,November,4,3.92
1520,212,12,December,13,3.51
1521,213,1,January,10,4.19
1521,213,2,February,5,4.35
1521,213,3,March,9,4.36
1521,213,4,April,9,4.65
1521,213,5,May,15,4.37
1521,213,6,June,10,4.47
1521,213,7,July,4,3.61
1521,213,8,August,14,3.75
1521,213,9,September,11,4.06
1521,213,10,October,5,3.61
1521,213,11,November,9,3.64
1521,213,12,December,8,3.6
1522,213,1,January,11,3.89
1522,213,2,February,11,4.32
1522,213,3,March,7,4.35
1522,213,4,April,12,4.21
1522,213,5,May,6,4.44
1522,213,6,June,4,4.18
1522,213,7,July,12,4.01
1522,213,8,August,6,3.94
1522,213,9,September,8,3.54
1522,213,10,October,9,4.18
1522,213,11,November,8,3.63
1522,213,12,December,15,3.78
1523,213,1,January,11,3.66
1523,213,2,February,12,4.23
1523,213,3,March,12,4.29
1523,213,4,April,6,4.11
1523,213,5,May,10,4.45
1523,213,6,June,4,3.64
1523,213,7,July,10,4.56
1523,213,8,August,14,4.09
1523,213,9,September,5,3.79
1523,213,10,October,4,3.91
1523,213,11,November,10,3.84
1523,213,12,December,7,4.5
1524,213,1,January,13,3.76
1524,213,2,February,5,4.24
1524,213,3,March,15,4.28
1524,213,4,April,9,4.21
1524,213,5,May,8,4.81
1524,213,6,June,5,4.18
1524,213,7,July,12,3.9
1524,213,8,August,8,4.15
1524,213,9,September,11,3.92
1524,213,10,October,12,3.96
1524,213,11,November,8,4.03
1524,213,12,December,4,3.87
1525,213,1,January,11,4.19
1525,213,2,February,10,4.08
1525,213,3,March,6,4.11
1525,213,4,April,6,4.29
1525,213,5,May,6,4.54
1525,213,6,June,7,4.3
1525,213,7,July,4,3.84
1525,213,8,August,5,4.04
1525,213,9,September,12,4.09
1525,213,10,October,13,4.12
1525,213,11,November,15,3.6
1525,213,12,December,12,4.08
1526,213,1,January,5,3.47
1526,213,2,February,6,4.12
1526,213,3,March,11,4.53
1526,213,4,April,7,4.35
1526,213,5,May,15,3.53
1526,213,6,June,4,4.43
1526,213,7,July,9,4.36
1526,213,8,August,13,3.75
1526,213,9,September,12,3.38
1526,213,10,October,4,3.99
1526,213,11,November,13,3.17
1526,213,12,December,7,3.83
1527,213,1,January,10,3.57
1527,213,2,February,9,4.37
1527,213,3,March,7,3.97
1527,213,4,April,10,4.07
1527,213,5,May,12,4.31
1527,213,6,June,13,4.33
1527,213,7,July,10,4.5
1527,213,8,August,11,4.1
1527,213,9,September,12,4.02
1527,213,10,October,7,3.7
1527,213,11,November,13,4.06
1527,213,12,December,12,3.7
1528,213,1,January,4,4.03
1528,213,2,February,9,4.17
1528,213,3,March,4,4.16
1528,213,4,April,4,4.11
1528,213,5,May,11,4.16
1528,213,6,June,15,3.92
1528,213,7,July,15,4.27
1528,213,8,August,13,4.04
1528,213,9,September,15,3.84
1528,213,10,October,13,3.59
1528,213,11,November,15,4.12
1528,213,12,December,11,4.25
1529,213,1,January,15,4.07
1529,213,2,February,9,3.93
1529,213,3,March,8,4.01
1529,213,4,April,9,4.54
1529,213,5,May,6,4.56
1529,213,6,June,15,4.14
1529,213,7,July,13,3.68
1529,213,8,August,10,4.36
1529,213,9,September,4,3.43
1529,213,10,October,11,4.07
1529,213,11,November,7,4.02
1529,213,12,December,6,3.65
1530,213,1,January,11,3.59
1530,213,2,February,15,3.97
1530,213,3,March,6,3.92
1530,213,4,April,5,4.52
1530,213,5,May,10,4.36
1530,213,6,June,4,3.92
1530,213,7,July,13,4.01
1530,213,8,August,15,4.34
1530,213,9,September,10,3.6
1530,213,10,October,10,3.88
1530,213,11,November,10,3.81
1530,213,12,December,15,4.33
1531,214,1,January,5,4.09
1531,214,2,February,12,4.18
1531,214,3,March,12,4.0
1531,214,4,April,5,4.54
1531,214,5,May,14,3.87
1531,214,6,June,4,4.21
1531,214,7,July,4,4.52
1531,214,8,August,7,4.19
1531,214,9,September,8,3.52
1531,214,10,October,8,4.1
1531,214,11,November,10,4.12
1531,214,12,December,6,4.47
1532,214,1,January,13,3.8
1532,214,2,February,10,4.55
1532,214,3,March,13,4.14
1532,214,4,April,10,4.48
1532,214,5,May,12,4.04
1532,214,6,June,12,4.69
1532,214,7,July,15,4.1
1532,214,8,August,10,4.26
1532,214,9,September,5,3.67
1532,214,10,October,6,3.9
1532,214,11,November,4,4.37
1532,214,12,December,8,4.11
1533,214,1,January,8,3.96
1533,214,2,February,9,4.41
1533,214,3,March,15,4.14
1533,214,4,April,4,4.44
1533,214,5,May,14,4.33
1533,214,6,June,7,3.99
1533,214,7,July,8,4.31
1533,214,8,August,14,3.61
1533,214,9,September,6,4.09
1533,214,10,October,6,4.18
1533,214,11,November,10,3.75
1533,214,12,December,8,4.01
1534,214,1,January,4,3.94
1534,214,2,February,6,4.02
1534,214,3,March,8,4.25
1534,214,4,April,11,4.78
1534,214,5,May,5,3.87
1534,214,6,June,13,4.47
1534,214,7,July,6,4.57
1534,214,8,August,10,4.03
1534,214,9,September,12,3.9
1534,214,10,October,4,3.81
1534,214,11,November,15,3.38
1534,214,12,December,6,4.53
1535,214,1,January,10,4.2
1535,214,2,February,6,4.16
1535,214,3,March,5,4.06
1535,214,4,April,8,4.62
1535,214,5,May,14,4.36
1535,214,6,June,14,3.78
1535,214,7,July,4,3.91
1535,214,8,August,14,3.46
1535,214,9,September,7,3.84
1535,214,10,October,6,4.14
1535,214,11,November,9,3.61
1535,214,12,December,7,3.84
1536,214,1,January,15,4.37
1536,214,2,February,13,4.41
1536,214,3,March,9,4.39
1536,214,4,April,11,4.02
1536,214,5,May,8,4.58
1536,214,6,June,12,4.31
1536,214,7,July,15,4.22
1536,214,8,August,7,3.65
1536,214,9,September,12,3.66
1536,214,10,October,4,4.19
1536,214,11,November,5,3.58
1536,214,12,December,14,3.41
1537,214,1,January,6,4.27
1537,214,2,February,9,4.22
1537,214,3,March,6,4.22
1537,214,4,April,8,4.37
1537,214,5,May,14,4.17
1537,214,6,June,8,4.62
1537,214,7,July,15,3.7
1537,214,8,August,14,4.12
1537,214,9,September,13,3.98
1537,214,10,October,6,3.65
1537,214,11,November,14,3.2
1537,214,12,December,12,4.28
1538,214,1,January,12,3.89
1538,214,2,February,8,4.06
1538,214,3,March,4,4.6
1538,214,4,April,13,4.35
1538,214,5,May,14,4.05
1538,214,6,June,15,3.88
1538,214,7,July,7,4.1
1538,214,8,August,9,3.57
1538,214,9,September,7,3.62
1538,214,10,October,9,3.38
1538,214,11,November,7,4.4
1538,214,12,December,10,3.63
1539,214,1,January,6,3.59
1539,214,2,February,14,4.13
1539,214,3,March,11,4.33
1539,214,4,April,12,4.14
1539,214,5,May,9,4.29
1539,214,6,June,10,3.97
1539,214,7,July,15,4.24
1539,214,8,August,8,3.65
1539,214,9,September,5,4.25
1539,214,10,October,11,3.91
1539,214,11,November,5,3.52
1539,214,12,December,6,3.81
1540,214,1,January,9,3.8
1540,214,2,February,14,4.32
1540,214,3,March,14,4.35
1540,214,4,April,4,4.34
1540,214,5,May,15,4.11
1540,214,6,June,11,4.58
1540,214,7,July,8,3.95
1540,214,8,August,4,3.27
1540,214,9,September,14,3.63
1540,214,10,October,5,3.74
1540,214,11,November,7,4.06
1540,214,12,December,15,3.62
1541,215,1,January,15,4.52
1541,215,2,February,5,4.77
1541,215,3,March,8,4.3
1541,215,4,April,13,4.2
1541,215,5,May,6,4.3
1541,215,6,June,14,4.82
1541,215,7,July,9,4.59
1541,215,8,August,13,4.43
1541,215,9,September,4,3.91
1541,215,10,October,14,3.73
1541,215,11,November,15,4.01
1541,215,12,December,5,4.15
1542,215,1,January,12,4.71
1542,215,2,February,8,4.17
1542,215,3,March,10,4.57
1542,215,4,April,7,4.53
1542,215,5,May,9,4.69
1542,215,6,June,10,3.91
1542,215,7,July,15,4.19
1542,215,8,August,12,3.87
1542,215,9,September,14,3.89
1542,215,10,October,12,3.78
1542,215,11,November,11,4.11
1542,215,12,December,13,3.86
1543,215,1,January,4,4.05
1543,215,2,February,13,4.58
1543,215,3,March,15,4.36
1543,215,4,April,14,4.35
1543,215,5,May,8,3.89
1543,215,6,June,4,4.53
1543,215,7,July,5,4.22
1543,215,8,August,15,3.4
1543,215,9,September,11,3.82
1543,215,10,October,15,3.61
1543,215,11,November,10,3.81
1543,215,12,December,5,3.59
1544,215,1,January,8,4.24
1544,215,2,February,4,4.49
1544,215,3,March,7,4.09
1544,215,4,April,11,4.23
1544,215,5,May,15,4.11
1544,215,6,June,8,4.62
1544,215,7,July,6,3.92
1544,215,8,August,5,3.33
1544,215,9,September,14,3.61
1544,215,10,October,8,3.56
1544,215,11,November,7,3.79
1544,215,12,December,4,3.79
1545,215,1,January,9,4.23
1545,215,2,February,6,4.24
1545,215,3,March,8,4.58
1545,215,4,April,5,4.2
1545,215,5,May,14,4.34
1545,215,6,June,11,4.16
1545,215,7,July,15,3.94
1545,215,8,August,12,3.61
1545,215,9,September,4,4.05
1545,215,10,October,7,3.64
1545,215,11,November,11,4.18
1545,215,12,December,13,4.31
1546,215,1,January,4,4.03
1546,215,2,February,7,4.11
1546,215,3,March,12,4.07
1546,215,4,April,6,4.12
1546,215,5,May,10,4.24
1546,215,6,June,10,4.45
1546,215,7,July,5,4.12
1546,215,8,August,7,4.08
1546,215,9,September,9,4.37
1546,215,10,October,10,3.9
1546,215,11,November,15,3.91
1546,215,12,December,6,4.0
1547,215,1,January,8,4.11
1547,215,2,February,10,3.79
1547,215,3,March,4,4.59
1547,215,4,April,5,3.99
1547,215,5,May,14,4.45
1547,215,6,June,11,3.73
1547,215,7,July,8,3.91
1547,215,8,August,5,4.21
1547,215,9,September,13,2.96
1547,215,10,October,5,3.83
1547,215,11,November,9,3.83
1547,215,12,December,8,3.8
1548,215,1,January,5,4.27
1548,215,2,February,9,4.04
1548,215,3,March,7,4.07
1548,215,4,April,7,4.6
1548,215,5,May,6,4.26
1548,215,6,June,7,3.88
1548,215,7,July,5,4.4
1548,215,8,August,11,4.28
1548,215,9,September,11,3.8
1548,215,10,October,9,3.88
1548,215,11,November,4,3.99
1548,215,12,December,11,4.22
1549,215,1,January,6,4.46
1549,215,2,February,11,4.29
1549,215,3,March,13,3.81
1549,215,4,April,14,4.37
1549,215,5,May,4,4.1
1549,215,6,June,4,4.38
1549,215,7,July,13,3.69
1549,215,8,August,5,3.97
1549,215,9,September,6,3.84
1549,215,10,October,9,3.18
1549,215,11,November,8,4.18
1549,215,12,December,10,3.87
1550,215,1,January,6,4.1
1550,215,2,February,13,4.06
1550,215,3,March,12,4.1
1550,215,4,April,4,4.3
1550,215,5,May,9,3.87
1550,215,6,June,11,3.74
1550,215,7,July,12,3.78
1550,215,8,August,13,3.97
1550,215,9,September,6,3.79
1550,215,10,October,13,3.63
1550,215,11,November,14,3.45
1550,215,12,December,4,4.22
1551,216,1,January,13,4.6
1551,216,2,February,9,5.0
1551,216,3,March,13,4.05
1551,216,4,April,4,4.33
1551,216,5,May,11,4.76
1551,216,6,June,14,4.54
1551,216,7,July,7,4.05
1551,216,8,August,8,4.14
1551,216,9,September,15,3.84
1551,216,10,October,9,3.56
1551,216,11,November,15,3.84
1551,216,12,December,11,4.23
1552,216,1,January,4,3.93
1552,216,2,February,7,3.76
1552,216,3,March,15,4.76
1552,216,4,April,4,4.33
1552,216,5,May,12,4.41
1552,216,6,June,11,4.38
1552,216,7,July,13,3.86
1552,216,8,August,8,3.91
1552,216,9,September,14,3.62
1552,216,10,October,10,4.06
1552,216,11,November,14,3.63
1552,216,12,December,5,4.08
1553,216,1,January,4,4.05
1553,216,2,February,5,3.82
1553,216,3,March,14,5.0
1553,216,4,April,5,4.6
1553,216,5,May,13,4.69
1553,216,6,June,6,3.73
1553,216,7,July,7,3.99
1553,216,8,August,11,4.02
1553,216,9,September,9,3.45
1553,216,10,October,14,3.86
1553,216,11,November,12,3.88
1553,216,12,December,7,4.03
1554,216,1,January,13,4.14
1554,216,2,February,7,4.21
1554,216,3,March,10,4.57
1554,216,4,April,6,4.66
1554,216,5,May,13,4.17
1554,216,6,June,11,4.14
1554,216,7,July,11,3.8
1554,216,8,August,5,3.61
1554,216,9,September,14,3.89
1554,216,10,October,10,3.71
1554,216,11,November,14,3.86
1554,216,12,December,7,4.17
1555,216,1,January,8,4.19
1555,216,2,February,11,4.28
1555,216,3,March,4,3.97
1555,216,4,April,10,3.78
1555,216,5,May,9,3.62
1555,216,6,June,12,4.55
1555,216,7,July,14,4.11
1555,216,8,August,7,4.39
1555,216,9,September,15,4.47
1555,216,10,October,9,3.9
1555,216,11,November,6,3.84
1555,216,12,December,9,4.1
1556,216,1,January,4,3.8
1556,216,2,February,13,4.41
1556,216,3,March,6,4.22
1556,216,4,April,10,4.55
1556,216,5,May,8,3.99
1556,216,6,June,4,3.81
1556,216,7,July,15,3.56
1556,216,8,August,12,3.87
1556,216,9,September,5,3.93
1556,216,10,October,8,3.9
1556,216,11,November,12,4.02
1556,216,12,December,7,3.86
1557,216,1,January,13,4.2
1557,216,2,February,5,4.28
1557,216,3,March,5,3.94
1557,216,4,April,4,4.82
1557,216,5,May,4,4.58
1557,216,6,June,4,3.74
1557,216,7,July,12,3.95
1557,216,8,August,4,3.92
1557,216,9,September,14,3.99
1557,216,10,October,6,3.59
1557,216,11,November,14,3.56
1557,216,12,December,4,4.15
1558,216,1,January,14,3.83
1558,216,2,February,5,4.57
1558,216,3,March,12,4.63
1558,216,4,April,5,4.72
1558,216,5,May,11,3.52
1558,216,6,June,11,3.85
1558,216,7,July,9,3.83
1558,216,8,August,4,4.01
1558,216,9,September,15,3.61
1558,216,10,October,9,3.85
1558,216,11,November,13,3.73
1558,216,12,December,5,3.63
1559,216,1,January,6,3.86
1559,216,2,February,6,3.94
1559,216,3,March,8,4.22
1559,216,4,April,10,4.56
1559,216,5,May,14,4.38
1559,216,6,June,12,3.92
1559,216,7,July,10,3.81
1559,216,8,August,14,4.04
1559,216,9,September,9,3.78
1559,216,10,October,8,3.56
1559,216,11,November,11,4.24
1559,216,12,December,6,4.02
1560,216,1,January,12,4.19
1560,216,2,February,9,4.02
1560,216,3,March,5,4.46
1560,216,4,April,6,4.65
1560,216,5,May,4,4.63
1560,216,6,June,14,4.06
1560,216,7,July,14,4.08
1560,216,8,August,7,4.02
1560,216,9,September,7,3.77
1560,216,10,October,12,4.17
1560,216,11,November,7,3.63
1560,216,12,December,5,3.46
1561,217,1,January,5,3.8
1561,217,2,February,7,4.38
1561,217,3,March,8,4.13
1561,217,4,April,13,4.65
1561,217,5,May,5,4.6
1561,217,6,June,4,4.13
1561,217,7,July,6,4.02
1561,217,8,August,6,3.84
1561,217,9,September,15,3.91
1561,217,10,October,8,3.84
1561,217,11,November,13,3.98
1561,217,12,December,5,4.15
1562,217,1,January,10,4.16
1562,217,2,February,4,3.88
1562,217,3,March,4,4.41
1562,217,4,April,8,3.93
1562,217,5,May,11,4.22
1562,217,6,June,8,4.01
1562,217,7,July,13,4.19
1562,217,8,August,5,4.34
1562,217,9,September,4,3.61
1562,217,10,October,10,3.79
1562,217,11,November,9,3.43
1562,217,12,December,9,4.12
1563,217,1,January,12,4.49
1563,217,2,February,5,4.08
1563,217,3,March,4,4.24
1563,217,4,April,5,4.33
1563,217,5,May,12,4.54
1563,217,6,June,5,4.07
1563,217,7,July,4,3.98
1563,217,8,August,6,4.17
1563,217,9,September,8,3.57
1563,217,10,October,6,3.74
1563,217,11,November,9,3.32
1563,217,12,December,10,3.68
1564,217,1,January,15,4.39
1564,217,2,February,12,4.63
1564,217,3,March,6,4.19
1564,217,4,April,11,4.09
1564,217,5,May,7,4.0
1564,217,6,June,14,4.56
1564,217,7,July,9,4.02
1564,217,8,August,12,4.09
1564,217,9,September,8,3.89
1564,217,10,October,10,3.58
1564,217,11,November,6,3.98
1564,217,12,December,14,3.95
1565,217,1,January,13,4.53
1565,217,2,February,9,3.9
1565,217,3,March,7,4.14
1565,217,4,April,12,4.56
1565,217,5,May,13,5.0
1565,217,6,June,5,4.04
1565,217,7,July,6,4.38
1565,217,8,August,12,3.75
1565,217,9,September,5,4.6
1565,217,10,October,10,4.13
1565,217,11,November,8,4.12
1565,217,12,December,11,4.07
1566,217,1,January,10,4.39
1566,217,2,February,8,3.96
1566,217,3,March,6,4.42
1566,217,4,April,14,4.17
1566,217,5,May,9,4.17
1566,217,6,June,4,4.06
1566,217,7,July,7,3.79
1566,217,8,August,12,4.12
1566,217,9,September,7,3.75
1566,217,10,October,15,4.25
1566,217,11,November,6,3.66
1566,217,12,December,5,3.88
1567,217,1,January,15,3.68
1567,217,2,February,15,4.38
1567,217,3,March,13,3.73
1567,217,4,April,4,4.05
1567,217,5,May,6,4.32
1567,217,6,June,8,4.38
1567,217,7,July,5,4.15
1567,217,8,August,4,4.19
1567,217,9,September,15,3.47
1567,217,10,October,6,3.56
1567,217,11,November,11,3.45
1567,217,12,December,15,4.04
1568,217,1,January,14,4.52
1568,217,2,February,8,4.53
1568,217,3,March,4,3.93
1568,217,4,April,15,4.19
1568,217,5,May,14,3.85
1568,217,6,June,8,4.27
1568,217,7,July,10,4.25
1568,217,8,August,11,3.75
1568,217,9,September,12,3.89
1568,217,10,October,5,4.15
1568,217,11,November,10,3.38
1568,217,12,December,15,3.47
1569,217,1,January,4,4.23
1569,217,2,February,8,3.8
1569,217,3,March,7,4.16
1569,217,4,April,6,4.35
1569,217,5,May,5,4.42
1569,217,6,June,13,4.09
1569,217,7,July,14,4.19
1569,217,8,August,10,3.93
1569,217,9,September,8,3.64
1569,217,10,October,7,3.99
1569,217,11,November,4,3.78
1569,217,12,December,10,4.18
1570,217,1,January,5,3.9
1570,217,2,February,8,4.1
1570,217,3,March,10,4.15
1570,217,4,April,5,4.55
1570,217,5,May,8,4.48
1570,217,6,June,11,4.21
1570,217,7,July,4,3.94
1570,217,8,August,9,3.87
1570,217,9,September,7,3.6
1570,217,10,October,15,4.14
1570,217,11,November,15,4.24
1570,217,12,December,11,3.86
1571,218,1,January,15,4.23
1571,218,2,February,7,4.15
1571,218,3,March,9,4.74
1571,218,4,April,7,3.68
1571,218,5,May,5,4.84
1571,218,6,June,11,3.88
1571,218,7,July,11,4.21
1571,218,8,August,5,3.89
1571,218,9,September,11,3.98
1571,218,10,October,8,4.2
1571,218,11,November,10,4.0
1571,218,12,December,9,4.22
1572,218,1,January,14,3.96
1572,218,2,February,12,4.67
1572,218,3,March,11,4.05
1572,218,4,April,15,4.41
1572,218,5,May,14,4.66
1572,218,6,June,13,4.54
1572,218,7,July,10,3.82
1572,218,8,August,8,3.78
1572,218,9,September,7,3.76
1572,218,10,October,5,3.71
1572,218,11,November,14,3.88
1572,218,12,December,8,4.05
1573,218,1,January,13,4.89
1573,218,2,February,14,4.42
1573,218,3,March,8,4.29
1573,218,4,April,11,4.16
1573,218,5,May,7,4.46
1573,218,6,June,14,4.33
1573,218,7,July,10,4.02
1573,218,8,August,6,4.51
1573,218,9,September,11,3.9
1573,218,10,October,13,3.82
1573,218,11,November,4,4.44
1573,218,12,December,13,4.57
1574,218,1,January,7,4.48
1574,218,2,February,14,4.49
1574,218,3,March,10,4.22
1574,218,4,April,12,4.87
1574,218,5,May,11,4.13
1574,218,6,June,8,4.17
1574,218,7,July,12,4.06
1574,218,8,August,7,3.9
1574,218,9,September,5,3.95
1574,218,10,October,11,3.81
1574,218,11,November,10,3.65
1574,218,12,December,10,4.04
1575,218,1,January,6,4.44
1575,218,2,February,10,4.54
1575,218,3,March,5,4.02
1575,218,4,April,5,4.27
1575,218,5,May,15,4.64
1575,218,6,June,11,4.68
1575,218,7,July,14,4.21
1575,218,8,August,13,4.23
1575,218,9,September,15,3.9
1575,218,10,October,14,3.95
1575,218,11,November,7,3.96
1575,218,12,December,14,3.77
1576,218,1,January,11,3.35
1576,218,2,February,10,4.21
1576,218,3,March,4,3.95
1576,218,4,April,5,4.13
1576,218,5,May,9,4.15
1576,218,6,June,6,4.41
1576,218,7,July,6,4.27
1576,218,8,August,15,4.12
1576,218,9,September,10,3.8
1576,218,10,October,12,3.59
1576,218,11,November,10,3.74
1576,218,12,December,14,3.47
1577,218,1,January,10,4.58
1577,218,2,February,5,4.54
1577,218,3,March,5,4.05
1577,218,4,April,10,4.28
1577,218,5,May,4,4.09
1577,218,6,June,10,4.37
1577,218,7,July,5,4.07
1577,218,8,August,5,3.71
1577,218,9,September,8,3.88
1577,218,10,October,4,3.72
1577,218,11,November,12,3.47
1577,218,12,December,9,3.99
1578,218,1,January,12,3.82
1578,218,2,February,7,4.03
1578,218,3,March,5,4.38
1578,218,4,April,14,4.41
1578,218,5,May,4,3.85
1578,218,6,June,8,4.13
1578,218,7,July,11,4.02
1578,218,8,August,5,4.42
1578,218,9,September,7,3.65
1578,218,10,October,5,3.98
1578,218,11,November,11,4.08
1578,218,12,December,7,3.41
1579,218,1,January,5,4.43
1579,218,2,February,15,4.17
1579,218,3,March,6,4.11
1579,218,4,April,15,4.6
1579,218,5,May,8,4.5
1579,218,6,June,8,3.96
1579,218,7,July,10,3.95
1579,218,8,August,14,3.9
1579,218,9,September,5,3.13
1579,218,10,October,6,3.89
1579,218,11,November,15,4.15
1579,218,12,December,12,4.35
1580,218,1,January,7,3.99
1580,218,2,February,13,4.09
1580,218,3,March,11,4.13
1580,218,4,April,8,4.47
1580,218,5,May,11,4.13
1580,218,6,June,10,4.13
1580,218,7,July,9,4.02
1580,218,8,August,11,4.0
1580,218,9,September,8,3.77
1580,218,10,October,6,4.0
1580,218,11,November,9,3.93
1580,218,12,December,4,3.9
1581,219,1,January,10,4.55
1581,219,2,February,12,4.33
1581,219,3,March,14,4.11
1581,219,4,April,11,4.19
1581,219,5,May,8,4.61
1581,219,6,June,13,4.71
1581,219,7,July,7,4.25
1581,219,8,August,13,4.03
1581,219,9,September,15,3.95
1581,219,10,October,8,4.17
1581,219,11,November,8,4.1
1581,219,12,December,5,3.85
1582,219,1,January,7,4.05
1582,219,2,February,12,4.15
1582,219,3,March,4,3.82
1582,219,4,April,13,3.97
1582,219,5,May,11,3.88
1582,219,6,June,4,4.16
1582,219,7,July,8,4.28
1582,219,8,August,12,3.87
1582,219,9,September,5,3.79
1582,219,10,October,5,3.69
1582,219,11,November,10,4.05
1582,219,12,December,13,3.42
1583,219,1,January,7,3.95
1583,219,2,February,15,4.28
1583,219,3,March,11,4.9
1583,219,4,April,15,4.82
1583,219,5,May,7,4.43
1583,219,6,June,10,4.51
1583,219,7,July,15,4.23
1583,219,8,August,15,4.03
1583,219,9,September,13,3.87
1583,219,10,October,8,4.22
1583,219,11,November,9,3.98
1583,219,12,December,9,3.96
1584,219,1,January,4,4.43
1584,219,2,February,12,4.08
1584,219,3,March,12,4.16
1584,219,4,April,5,4.65
1584,219,5,May,14,4.51
1584,219,6,June,4,4.19
1584,219,7,July,10,4.25
1584,219,8,August,4,4.0
1584,219,9,September,8,3.25
1584,219,10,October,15,4.03
1584,219,11,November,14,3.85
1584,219,12,December,14,3.92
1585,219,1,January,10,4.15
1585,219,2,February,12,4.26
1585,219,3,March,9,4.19
1585,219,4,April,13,4.5
1585,219,5,May,9,4.63
1585,219,6,June,12,4.2
1585,219,7,July,10,4.08
1585,219,8,August,7,3.66
1585,219,9,September,11,3.48
1585,219,10,October,11,4.01
1585,219,11,November,8,3.9
1585,219,12,December,12,4.26
1586,219,1,January,5,3.97
1586,219,2,February,14,4.35
1586,219,3,March,11,4.05
1586,219,4,April,4,4.63
1586,219,5,May,14,4.14
1586,219,6,June,8,4.29
1586,219,7,July,8,4.04
1586,219,8,August,12,4.28
1586,219,9,September,14,3.6
1586,219,10,October,14,4.08
1586,219,11,November,7,3.34
1586,219,12,December,9,3.7
1587,219,1,January,10,4.07
1587,219,2,February,6,4.05
1587,219,3,March,11,4.29
1587,219,4,April,7,4.16
1587,219,5,May,4,3.99
1587,219,6,June,10,3.93
1587,219,7,July,11,4.02
1587,219,8,August,6,3.55
1587,219,9,September,14,3.57
1587,219,10,October,9,3.68
1587,219,11,November,7,3.83
1587,219,12,December,12,3.66
1588,219,1,January,9,3.89
1588,219,2,February,15,4.16
1588,219,3,March,11,4.42
1588,219,4,April,6,3.9
1588,219,5,May,11,4.49
1588,219,6,June,11,4.24
1588,219,7,July,13,4.12
1588,219,8,August,12,3.87
1588,219,9,September,10,3.9
1588,219,10,October,14,3.87
1588,219,11,November,9,3.77
1588,219,12,December,15,3.95
1589,219,1,January,4,4.04
